name,country,difficulty,elevation (feet),elevation (meters),latitude,longitude,nearest major airport,year first climbed,continent
Kangchenjunga West,nepal,major mountain expedition,27904,8505,27.705187,88.136616,bhadrapur,1973,asia
Kangguru,nepal,major mountain expedition,22898,6979,27.730869,86.789031,kathmandu,1955,asia
Kangtega,nepal,technical climb,22250,6782,27.7833,86.8167,lukla,1963,asia
Kanjiroba,nepal,basic snow/ice climb,22582,6883,29.368114,82.778549,jumla or dunai,1976,asia
Kanjut Sar,pakistan,major mountain expedition,25459,7760,36.205,75.418333,rawalpindi,1959,asia
"Karagöl, Mount",turkey,,10194,3107,38,37,trabzon,,asia
Karakoram Pass,pakistan/india,basic snow/ice climb,18176,5540,35.513333,77.823056,katmandu,,asia
Karcal,turkey,,11247,3428,41.05,42,trabzon,,asia
Karkas,iran,walk up,12762,3890,33.45613,51.80023,isfahan,,asia
Kartse,china,basic snow/ice climb,21348,6507,28.0167,87,lhasa (tibet),1921,asia
Karyolung,nepal,major mountain expedition,21361,6511,27.733452,86.611919,kathmandu (nepal),1982,asia
Kashima Yarigatake,japan,walk up,9478,2889,36.6238,137.747,narita international airport kansai international airport,,asia
"Kasra, Mount",iran,scramble,14780,4505,,,ardabil,1966,asia
kedarnath,india,major mountain expedition,22769,6940,30.7833,79.0667,new delhi,,asia
Kedarnath Dome,india,major mountain expedition,22411,6831,30.7833,79.0667,new delhi,,asia
"Kerinchi, Mount",indonesia,scramble,12467,3800,-1.7,101.267,padang sumatra,1877,asia
Keyno,iran,walk up,12142,3701,,,shahr_e kord,,asia
Khan Tengri,kazakhstan/kyrgyzstan,major mountain expedition,22998,7010,42.2108,80.175,almaty kazakhstan  в?mqi china  moscow russia,1931,asia
Khangri Shar,nepal/china,major mountain expedition,22346,6811,28.01956,86.816025,khatmandu,,asia
Khartaphu,china,,23710,7227,28.05,86.9667,kathmandu (nepal) lhasa (tibet),1935,asia
Khazret Sultan,uzbekistan/tajikistan,technical climb,15233,4643,38.947394,68.172655,dushanbe,,asia
Khiangyang Kish,pakistan,major mountain expedition,25761,7852,36.088159,75.121036,islamabad pakistan,1971,asia
Khole-no,iran,walk up,14354,4375,36.108201,51.588192,tehran,,asia
Kholodnaja Stena,tajikistan,major mountain expedition,19511,5947,38.6028,72.5556,tashkent,,asia
Khuiten Uul,mongolia/china,basic snow/ice climb,14350,4374,49.149167,87.825,olgii,,asia
Khumbutse,,major mountain expedition,21771,6636,28.021492,86.872416,kathmandu (nepal) lhasa (tibet),1993,asia
Kim Phung,vietnam,walk up,1401,427,16.390305,107.535521,hue,,asia
"Kinabalu, Mount",malaysia,scramble,13455,4102,6.08333,116.55,kota kinabalu borneo,1858,asia
Kinner Kailash,india,basic snow/ice climb,19849,6050,31.520556,78.363611,shimla,,asia
Kinpu-San,japan,walk up,8527,2599,35.872,138.626,narita international airport,,asia
Kita Dake,japan,scramble,10474,3192,35.6734,138.239,tokyo japan,,asia
Kizlarsivrisi,turkey,,10125,3086,37,37,antalya,,asia
Kliuchevskoi,russia,major mountain expedition,15584,4750,56.0667,160.633,petropavlovsk-kamchatskiy russia,1788,asia
"Kolahoi, Mount",india,technical climb,17799,5425,34.15,75.330278,,,asia
Kolakchal,iran,,10827,3300,35.513,51.273,mehrabad (tehran),,asia
Kongur,china,major mountain expedition,25326,7719,38.6667,75.35,kashi china,1981,asia
Korjenevskaya Peak,tajikistan,technical climb,23310,7105,39.057,72.01,dushanbe,1953,asia
Korona,kyrgyzstan,technical climb,15945,4860,,,bishkek,,asia
Koyo Zom,pakistan,major mountain expedition,22603,6889,36.5833,73,rawalpindi pakistan,1968,asia
Koz Sar,pakistan,,21916,6680,,,islamabad,,asia
Kuk Sar Peak  Passu Batura,pakistan,technical climb,21981,6700,,,islamabad/gilgit,1986,asia
Kula Kangri,bhutan,major mountain expedition,24731,7538,28.2333,90.6,paro bhutan,,asia
Kun,india,major mountain expedition,23218,7077,34.012807,76.056992,srinagar or leh,,asia
Kusum Kangguru,nepal,major mountain expedition,20888,6367,27.730793,86.788816,kathmandu nepal,1979,asia
Kwangde,nepal,,20269,6178,,,kathmandhu nepal,1975,asia
Kyajo Ri,nepal,major mountain expedition,20295,6186,,,syanboche / lukla,2002,asia
Kyangjin,nepal,walk up,14272,4350,28.202465,85.610447,kathmandu,,asia
Kyimoshung Ri,nepal,walk up,15157,4620,28.214945,85.593667,kathmandu,,asia
Lady Finger,pakistan/china,,6000,1829,36,74,islamabad gilgit,,asia
Laila Peak,pakistan,technical climb,20341,6200,35.591645,76.410298,skardu,,asia
Lal Qil'ah,india,,20830,6349,,,dehli,1961,asia
Langshisha Ri,nepal/china,technical climb,21086,6427,28.2169,85.7136,kathmandu,1982,asia
Langtang Lirung,nepal,major mountain expedition,23711,7227,28.256111,85.519444,kathmandu,1978,asia
Langtang Ri,china/nepal,technical climb,23638,7205,28.381389,85.683611,,1981,asia
Lantawan Peak,philippines,scramble,3442,1049,10.83254,123.235533,new bacolod-silay airport,,asia
Leo Pargial,india/china,major mountain expedition,22362,6816,31.901935,78.74249,buntur manali,1933,asia
Lhakpa Ri,china/nepal,major mountain expedition,23114,7045,28.037811,86.969831,,,asia
Lhotse,nepal/china,major mountain expedition,27940,8516,27.9667,86.9333,kathmandu nepal,1956,asia
Lhotse middle,china/nepal,major mountain expedition,27657,8430,27.9667,86.95,kathmandhu,,asia
Lhotse Shar,nepal,major mountain expedition,27559,8400,27.9667,86.95,kathmandhu,1970,asia
Lingtren,,major mountain expedition,22027,6714,28.027554,86.855249,kathmandu lhasa,1993,asia
Link Sar,pakistan,major mountain expedition,23100,7041,35.42207,76.302795,sakardu airport,,asia
Lobuche East,nepal,basic snow/ice climb,20075,6119,27.9595,86.7899,kathmandu nepal,1984,asia
Loengpogang,nepal,major mountain expedition,23239,7083,28.2,85.8,kathmandu nepal,1962,asia
Lungser Kangri,india,basic snow/ice climb,21870,6666,,,leh,,asia
Machhapuchhare,nepal,,22966,7000,28.495547,83.946227,pokhara,,asia
"Madias, Mount",philippines,major mountain expedition,6,2,11.3963,122.178,iloilo international airport,1977,asia
Madja-as Mountain,philippines,walk up,6946,2117,11.389083,122.162132,caticlan (boracay) airport aklan,1977,asia
"Madoriama, Mount",japan,technical climb,3000,914,36.2561,137.825,,,asia
Mahadev,india,scramble,13013,3966,34.152443,74.987268,srinagar indian administered kashmir,,asia
Maiktoli,india,major mountain expedition,22320,6803,30.274486,79.877472,pant nagar,1977,asia
Makalu,nepal/china,major mountain expedition,27765,8462,27.889915,87.089396,kathmandu nepal,1955,asia
Makawili Peak,philippines,scramble,4633,1412,10.672145,123.160007,new bacolod-silay airport,,asia
Malika Parbat,pakistan,basic snow/ice climb,17500,5334,34.842049,73.734199,islamabad,,asia
Malika Parbat,pakistan,technical climb,17356,5290,34.82761,73.726587,,,asia
"Malinao, Mt",philippines,walk up,5079,1548,13.4667,123.6,legaspi airport,,asia
Malubiting,pakistan,major mountain expedition,24469,7458,36.003068,74.876286,islamabad pakistan,1971,asia
Mamostong Kangri - I,india,major mountain expedition,24659,7516,35.14083,77.5775,leh airport,1984,asia
Manaphag,philippines,scramble,1739,530,11.278824,123.167515,iloilo international airport,,asia
Manaslu,nepal,major mountain expedition,26758,8156,28.549959,84.559536,kathmandu nepal,1956,asia
Manaslu East,nepal,major mountain expedition,26220,7992,,,kathmandu,,asia
Manaslu South-East,nepal,major mountain expedition,26279,8010,,,kathmandu,,asia
"Mandalagan, Mount",philippines,scramble,6181,1884,10.636969,123.2361,new bacolod-silay airport,,asia
Marapara Daku Peak,philippines,,6145,1873,10.637351,123.195799,,,asia
Marapara Peak,philippines,scramble,5522,1683,10.6655,123.17914,new bacolod-silay airport,,asia
Marapara South Peak,philippines,scramble,4888,1490,10.660758,123.17859,new bacolod-silay airport,,asia
Marapara West Peak,philippines,scramble,5135,1565,10.663331,123.1758,new bacolod-silay airport,,asia
"Marshal Zhukov, Pik",tajikistan,major mountain expedition,22447,6842,39.3167,72.8833,osh,1950,asia
Masada,israel,,1509,460,31.31639,35.35383,tel aviv,,asia
Masala Peak,india,technical climb,18537,5650,,,delhi,2006,asia
"Masaraga, Mount",philippines,,4357,1328,13.32,123.6,legaspi city,,asia
Masherbrum,pakistan,major mountain expedition,25660,7821,35.642301,76.306658,islamabad pakistan,1960,asia
Mayakovsky,kazakhstan,technical climb,4200,1280,,,,,asia
Mayer Kangri,china,major mountain expedition,20545,6262,33.4667,86,,,asia
Mayon Volcano,philippines,scramble,8077,2463,13.2552,123.686,legazpi airport,,asia
Medetsiz,turkey,scramble,11562,3524,37,37,adana,,asia
Melungtse,china/nepal,major mountain expedition,23555,7181,27.9667,86.4333,kathmandu nepal,1987,asia
Menlungtse,china,major mountain expedition,23559,7181,27.972004,86.432662,lhasa(tibet) kathmandu(nepal),1992,asia
Mentok 1,india,basic snow/ice climb,20594,6277,32.89555,78.2254,leh india jammu and kasjmir,,asia
Mera Peak,nepal,basic snow/ice climb,21246,6476,27.709167,86.868333,lukla,1953,asia
"Meron, Har",israel,walk up,3963,1208,32.99945,35.411682,tel aviv,,asia
Minya Konka,china,major mountain expedition,24790,7556,29.5667,101.883,chengdu china,1932,asia
Misho,iran,walk up,9383,2860,37,46,,,asia
Mitre Peak,pakistan,major mountain expedition,19767,6025,35.718039,76.503064,islamabad,,asia
Mizugaki Yama,japan,walk up,7316,2230,35.8936,138.592,narita international kansai international,,asia
Mokolla,pakistan,major mountain expedition,8500,2591,,,islamabad,,asia
Mount Makra 3885-M,pakistan,walk up,12500,3810,,,muzaffarabad,,asia
Mramornaja Stena,kazakhstan/china,major mountain expedition,20997,6400,42.281881,80.267658,almaty international airport,1953,asia
Mun Peak,india,basic snow/ice climb,15256,4650,32.287392,76.390024,gaggal airport,,asia
"Murud Sarawak, Mount",malaysia,walk up,7950,2423,,,ba kelalan,,asia
Muztagh Ata,china,major mountain expedition,24758,7546,38.2833,75.1167,kashi china,1956,asia
Muztagh Tower,pakistan,major mountain expedition,23860,7273,35.8283,76.3608,rawalpindi pakistan,1956,asia
Myogi San,japan,scramble,3622,1104,36.3005,138.75,narita international kansai international,,asia
Myra I,kyrgyzstan,scramble,16240,4950,39.4333,73,osh,,asia
Myra Ii,kyrgyzstan,scramble,4750,1448,39.4333,73.0333,osh,,asia
Nairamdal,mongolia/philippines,basic snow/ice climb,13507,4117,49.178,87.8235,olgii,,asia
Namchabarva,india,major mountain expedition,25449,7757,,,,,asia
Namche Barwa,china,,25531,7782,29.6667,95.1667,lhasa tibet,1992,asia
Nanda Devi,india,major mountain expedition,25645,7817,30.3833,79.9667,delhi india,1936,asia
Nanda Ghunti,india,major mountain expedition,20699,6309,30.4666,79.7166,pantnagar uttaranchal,1948,asia
Nandakhat,india,major mountain expedition,21690,6611,30.301667,79.975833,,1931,asia
Nandakot,india,major mountain expedition,22510,6861,30.2666,80.0666,pant nagar,1905,asia
Nanga Parbat,pakistan,major mountain expedition,26658,8125,35.248668,74.591804,rawalpindi pakistan,1953,asia
Nangkartshang Peak,nepal,walk up,16676,5083,27.904,86.8337,lukla,,asia
"Nangtud, Mount",philippines,major mountain expedition,7,2,11.268,122.208,iloilo airport,1990,asia
"Narsing, Mount",india,technical climb,19029,5800,,,calcutta,1920,asia
Nathiagali,pakistan,,8205,2501,34.066667,73.383333,islamabad,,asia
Naya Kanga,nepal,major mountain expedition,19180,5846,28.168322,85.548541,kathmandu - thribuvan int'l airport,,asia
Neelab Hill,pakistan,technical climb,3438,1048,33.719699,72.16198,islamabad international airport,,asia
Ngadi Chuli,nepal,,25823,7871,28.5033,84.5675,kathmandu nepal,1970,asia
Ngoyumba Kang,,major mountain expedition,25971,7916,28.105903,86.684103,kathmandu,1965,asia
Nilgiri,nepal,major mountain expedition,23166,7061,28.689528,83.744206,kathmandu,1962,asia
Nilkantha,india,major mountain expedition,21643,6597,,79.4,delhi india,1993,asia
Nirekha Peak,nepal,technical climb,20240,6169,,,kathmandu,,asia
Nojinkangsang,china,major mountain expedition,23641,7206,28.9333,90.1667,lhasa - gonggar (3540m),1986,asia
Noshaq,afghanistan,major mountain expedition,24581,7492,36.4333,71.9,peshawar pakistan,1960,asia
Nun Kun,india,major mountain expedition,23410,7135,33.98077,76.020584,srinagar or leh,1953,asia
Nuptse,nepal,major mountain expedition,25790,7861,27.968479,86.883273,kathmandu,1961,asia
Okuhotaka-dake,japan,walk up,10466,3190,,,narita (tokyo) kansai (osaka),,asia
Om Parvat,india,,20312,6191,30.198803,81.034704,pant nagar uttarakhand india,,asia
Ontake,japan,walk up,10051,3063,35.8833,137.483,nagoya japan,,asia
Palandoken,turkey,walk up,10732,3271,39.8489,41.2842,erzurum airport,,asia
Paldor,nepal,basic snow/ice climb,19449,5928,,,kathmandu,1949,asia
Palung Ri,china,,23008,7013,28.1167,86.6333,kathmandu lhasa,1993,asia
Panchachuli,india,major mountain expedition,22652,6904,30.22,80.42,pant nagar,2002,asia
Pandim,india,,21952,6691,27.5775,88.215833,bagdogra shiliguri,,asia
Panwali Dwar,india,major mountain expedition,21860,6663,30.2833,79.95,jolly grant dehradun,1993,asia
Paraw,iran,scramble,10948,3337,,,kermanshah airport,,asia
Peak Chapayev,kyrgyzstan,major mountain expedition,20902,6371,42.21145,80.17479,bishkek,,asia
Peak Europa,nepal,technical climb,21007,6403,,,jomsom nepal,2006,asia
Peak Frunze,tajikistan,basic snow/ice climb,19048,5806,,,,1999,asia
Perumal Peak,india,,8022,2445,10.300278,77.565833,madurai,,asia
Pethangtse,,basic snow/ice climb,22106,6738,,,kathmandu nepal,,asia
Petrovskij Pik,kyrgyzstan,basic snow/ice climb,15420,4700,,,almaty (kazachstan),,asia
Pharchoma,nepal,basic snow/ice climb,20012,6100,,,kathmandu / lukla,,asia
Pharilapcha,nepal,technical climb,19741,6017,27.9167,86.6667,lukla,2003,asia
Phola Gangchen (aka Molamenqing) (摩拉门青),china,major mountain expedition,25134,7661,28.354998,85.809721,lhasa tibet or kathmandu nepal,1981,asia
Phon Kan Razi,myanmar,walk up,11926,3635,27.50715,96.9354,putao,,asia
Pico de Loro,philippines,walk up,2178,664,14.2167,120.65,manila,,asia
Piduruthalagala,sri lanka,technical climb,8281,2524,7,80.7833,katunayaka,,asia
Pik Engels,tajikistan,major mountain expedition,21358,6510,37.1667,72.5222,tashkent,1954,asia
Pik Karl Marx,tajikistan,major mountain expedition,22057,6723,37.15,72.4819,tashkent,1946,asia
Pik Lenin,tajikistan,basic snow/ice climb,23406,7134,39.3333,72.9167,tashkent uzbekistan  dushanbe tajikistan,1928,asia
Pik Petrovski,kyrgyzstan,,4910,1497,39.458349,72.884038,,,asia
Pik Pobeda,kyrgyzstan/china,major mountain expedition,24407,7439,42.05,80.1833,almaty kazakhstan  в?mqi china  moscow russia,1956,asia
Pik Revolution,tajikistan,major mountain expedition,22769,6940,38.5111,72.3542,tashkent,1954,asia
Pik Talgar,kyrgyzstan,,16470,5020,43.1,77.3,alma ata kazakhstan,,asia
Pike,nepal,walk up,13336,4065,27.5167,86.4667,phaplu,,asia
"Pinatubo, Mount",philippines,walk up,4875,1486,15.1422,120.349,clark international airport,,asia
Pisang Peak,nepal,basic snow/ice climb,19983,6091,28.646667,84.185833,kathmandu (minor: pokhara hongde),,asia
"Pobeda, Gora",russia,,9852,3003,65.1833,146.033,,,asia
Pokhalde,nepal,scramble,19009,5794,27.9333,86.8333,kathmandu nepal,1953,asia
Poon Hill,nepal,walk up,10531,3210,,,pokhara,,asia
"Pulag, Mt",philippines,walk up,9586,2922,16.51,120.839,clark international airport baguio domestic airport,,asia
Pumori,nepal,technical climb,23494,7161,28.015783,86.827927,,,asia
Putha Hiunchuli,nepal,major mountain expedition,23773,7246,,,nepalgunj,1954,asia
Qbatta,thailand,walk up,6841,2085,11.22285,91.386239,venezuela,,asia
Qornet As Sawda,lebanon,walk up,10115,3083,34.297637,36.113647,beyrouth,,asia
Ragang,philippines,walk up,9236,2815,7.691,124.5072,cotabato domestic airport,,asia
Rakaposhi,pakistan,major mountain expedition,25550,7788,36.142311,74.489965,rawalpindi pakistan,1958,asia
Ramdung,nepal,basic snow/ice climb,19439,5925,27.813913,86.419873,kathmandu nepal,1952,asia
Rangrik Rang,india,,21499,6553,31.45,78.5167,delhi,1994,asia
Rathong,india,basic snow/ice climb,21916,6680,,,bagdogra india,1920,asia
Ratna Chuli,china/nepal,major mountain expedition,23080,7035,28.85,84.3667,kathmandu,1996,asia
"Raung, Mount",indonesia,walk up,10932,3332,-8.125,114.041667,juanda airport- surabaya,,asia
Reo pargil,india,major mountain expedition,22362,6816,31.884373,78.735624,,,asia
Rhonti,india,major mountain expedition,19718,6010,,,new delhi,,asia
Rikigo - Rolwaling Himal,nepal,major mountain expedition,19629,5983,27.932541,86.489868,kathmandu,2013,asia
"Rinjani - Lombok, Mount",indonesia,major mountain expedition,12224,3726,-8.410225,116.458554,selaparang airport - lombok,1982,asia
"Rinjani, Mount",indonesia,,12,4,-8.41667,116.467,mataram,1912,asia
Roanj,iran,basic snow/ice climb,12959,3950,,,shiraz airport,,asia
"Romelo, Mount",philippines,walk up,984,300,,,,,asia
"Rubal Kang, Mount",india,basic snow/ice climb,20299,6187,32.1044,77.6806,delhi,,asia
Rudragaira,india,walk up,19091,5819,30.81038,78.898831,delhi,,asia
Rumbak Kangri,india,scramble,18359,5596,,,leh,,asia
Sabalan,iran,walk up,15784,4811,38.266944,47.836944,,,asia
Sahand,iran,walk up,12175,3711,37.730607,46.499462,tabriz,,asia
Saipal,nepal,major mountain expedition,24997,7619,27.8333,81.0333,kathmandu,1968,asia
SALAK I,indonesia,walk up,7254,2211,-6.71542,106.734,soekarno-hatta,,asia
Saltoro Kangri,pakistan,major mountain expedition,25400,7742,35.4003,76.8486,islamabad pakistan,1962,asia
Sanboran,iran,walk up,13615,4150,,,arak,,asia
Saraghrar,pakistan,major mountain expedition,24110,7349,36,71,rawalpindi,1959,asia
Saribung,nepal,basic snow/ice climb,20820,6346,28.743333,84.025556,jomsom,,asia
Sasir Kangri (or Saser Kangri),india,major mountain expedition,25170,7672,34.8667,77.75,srinagar india (via delhi),1973,asia
Satopanth,india,basic snow/ice climb,23212,7075,,,new delhi,1947,asia
"Sembrano, Mt.",philippines,scramble,2579,786,14.3871,121.364,manila international airport,,asia
Semeru,indonesia,walk up,12060,3676,-8.107618,112.922536,juanda,,asia
Senjou Dake,japan,walk up,9951,3033,35.7195,138.184,narita international kansai international,,asia
Sepu Kangri,china,major mountain expedition,22949,6995,31.5167,94.3,lhasa,,asia
Shachaur,afghanistan/pakistan,major mountain expedition,23241,7084,36.55,71.9667,,1969,asia
Shah Alborz,iran,walk up,13779,4200,36.314523,50.753262,tehran,,asia
Shaho,iran,scramble,11122,3390,35.03,46.25,tehran,,asia
Sherpi Kangri,pakistan,major mountain expedition,24213,7380,35.466542,76.782074,gilgit (pakistan),,asia
Shiomi Dake,japan,scramble,10013,3052,35.5746,138.186,narita international airport kansai international airport,,asia
Shirouma Dake,japan,walk up,9619,2932,36.7575,137.757,narita international kansai international,,asia
Shisha Pangma,china,major mountain expedition,26289,8013,28.35,85.7833,kathmandu nepal,1964,asia
Shisper Pak,pakistan,major mountain expedition,24970,7611,36.423759,74.653398,islamabad gilgit,,asia
"Shitidhar, Mount",india,scramble,17100,5212,,,manali,,asia
